,id,family,genus,species,content,filename,image_height,image_width
954,14353,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,14353.jpg,800,527
956,14369,Campanulaceae,Campanula,Campanula medium L.,Flower,14369.jpg,800,535
958,14404,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,14404.jpg,800,533
959,14408,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,14408.jpg,800,633
960,14424,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,14424.jpg,800,598
963,14468,Geraniaceae,Geranium,Geranium robertianum L.,Entire,14468.jpg,800,800
964,14472,Geraniaceae,Geranium,Geranium pratense L.,Entire,14472.jpg,600,800
965,14512,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,14512.jpg,751,800
967,14552,Rosaceae,Rosa,Rosa canina L.,Flower,14552.jpg,800,781
968,14554,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,14554.jpg,530,800
969,14590,Geraniaceae,Geranium,Geranium molle L.,Flower,14590.jpg,533,800
970,14593,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,14593.jpg,532,800
972,14634,Iridaceae,Iris,Iris lutescens Lam.,Flower,14634.jpg,792,800
977,14727,Campanulaceae,Campanula,Campanula medium L.,Flower,14727.jpg,800,600
979,14747,Geraniaceae,Geranium,Geranium robertianum L.,Entire,14747.jpg,600,800
980,1475,Geraniaceae,Geranium,Geranium dissectum L.,Flower,1475.jpg,601,800
982,14800,Rosaceae,Crataegus,Crataegus azarolus L.,Flower,14800.jpg,800,600
983,14806,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,14806.jpg,568,800
984,14819,Geraniaceae,Geranium,Geranium rotundifolium L.,Flower,14819.jpg,600,800
985,14823,Rosaceae,Rosa,Rosa spinosissima L.,Entire,14823.jpg,800,600
986,14838,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,14838.jpg,800,557
988,14919,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,14919.jpg,600,800
989,14938,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,14938.jpg,800,713
992,14984,Campanulaceae,Campanula,Campanula glomerata L.,Entire,14984.jpg,800,475
994,15016,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,15016.jpg,800,600
996,15032,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Entire,15032.jpg,600,800
997,15043,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,15043.jpg,600,800
998,15090,Geraniaceae,Geranium,Geranium pusillum L.,Entire,15090.jpg,728,800
999,15108,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,15108.jpg,800,533
1000,15116,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,15116.jpg,800,600
1001,15150,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Entire,15150.jpg,800,600
1002,15155,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,15155.jpg,450,800
1004,15188,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,15188.jpg,535,800
1005,15237,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,15237.jpg,800,600
1006,15238,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,15238.jpg,800,600
1007,15239,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,15239.jpg,800,600
1008,15244,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,15244.jpg,600,800
1011,15293,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,15293.jpg,743,800
1015,15366,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,15366.jpg,697,800
1016,15369,Geraniaceae,Geranium,Geranium pratense L.,Flower,15369.jpg,800,600
1018,15408,Campanulaceae,Campanula,Campanula glomerata L.,Entire,15408.jpg,800,600
1020,15428,Iridaceae,Iris,Iris pseudacorus L.,Flower,15428.jpg,800,531
1021,1545,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,1545.jpg,600,800
1022,15453,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,15453.jpg,800,600
1024,15503,Rosaceae,Rosa,Rosa canina L.,Flower,15503.jpg,600,800
1027,15537,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Entire,15537.jpg,600,800
1028,15545,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Entire,15545.jpg,800,600
1031,15598,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,15598.jpg,800,799
1032,15608,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,15608.jpg,600,800
1033,1561,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,1561.jpg,800,600
1034,15628,Geraniaceae,Geranium,Geranium nodosum L.,Entire,15628.jpg,800,487
1036,15662,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,15662.jpg,600,800
1037,15679,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Entire,15679.jpg,600,800
1038,15702,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,15702.jpg,800,733
1039,15712,Campanulaceae,Campanula,Campanula rotundifolia L.,Entire,15712.jpg,533,800
1040,15725,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,15725.jpg,800,600
1042,15754,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,15754.jpg,800,600
1043,15758,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,15758.jpg,800,644
1044,15760,Iridaceae,Iris,Iris lutescens Lam.,Flower,15760.jpg,800,600
1047,15784,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,15784.jpg,768,800
1048,15877,Campanulaceae,Campanula,Campanula medium L.,Flower,15877.jpg,600,800
1049,15953,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,15953.jpg,600,800
1050,1597,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,1597.jpg,533,800
1051,15995,Rosaceae,Rosa,Rosa spinosissima L.,Flower,15995.jpg,800,600
1053,16009,Geraniaceae,Geranium,Geranium molle L.,Flower,16009.jpg,533,800
1055,16021,Iridaceae,Iris,Iris lutescens Lam.,Entire,16021.jpg,563,800
1056,16033,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,16033.jpg,800,532
1057,16038,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,16038.jpg,738,800
1058,16073,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,16073.jpg,800,600
1061,1610,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,1610.jpg,600,800
1062,16103,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,16103.jpg,677,800
1063,16139,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,16139.jpg,533,800
1064,16146,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,16146.jpg,800,596
1066,16207,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,16207.jpg,600,800
1067,16219,Geraniaceae,Geranium,Geranium rotundifolium L.,Entire,16219.jpg,531,800
1068,16221,Lamiaceae,Lavandula,Lavandula stoechas L.,Entire,16221.jpg,535,800
1072,16276,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,16276.jpg,800,599
1073,16278,Campanulaceae,Campanula,Campanula persicifolia L.,Entire,16278.jpg,600,800
1074,16327,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,16327.jpg,800,600
1076,16372,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,16372.jpg,800,572
1077,16385,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,16385.jpg,585,800
1080,16392,Iridaceae,Iris,Iris lutescens Lam.,Entire,16392.jpg,600,800
1081,16395,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,16395.jpg,800,535
1083,16464,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,16464.jpg,535,800
1084,16473,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,16473.jpg,800,611
1087,16511,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,16511.jpg,646,800
1089,16555,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,16555.jpg,800,663
1090,16581,Rosaceae,Rosa,Rosa canina L.,Flower,16581.jpg,535,800
1092,16615,Rosaceae,Rosa,Rosa spinosissima L.,Entire,16615.jpg,535,800
1093,16617,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,16617.jpg,618,800
1095,16641,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,16641.jpg,600,800
1096,16657,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,16657.jpg,532,800
1097,16658,Rosaceae,Rosa,Rosa pendulina L.,Flower,16658.jpg,533,800
1098,16709,Iridaceae,Iris,Iris lutescens Lam.,Flower,16709.jpg,790,800
1102,16751,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,16751.jpg,800,703
1104,16783,Iridaceae,Iris,Iris lutescens Lam.,Flower,16783.jpg,657,800
1106,16792,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,16792.jpg,565,800
1108,16826,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,16826.jpg,532,800
1110,16874,Campanulaceae,Campanula,Campanula glomerata L.,Flower,16874.jpg,800,580
1111,1688,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,1688.jpg,600,800
1112,16906,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,16906.jpg,600,800
1113,1691,Rosaceae,Rosa,Rosa spinosissima L.,Flower,1691.jpg,600,800
1114,1692,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,1692.jpg,532,800
1115,16925,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,16925.jpg,600,800
1116,16945,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,16945.jpg,800,600
1117,16965,Rosaceae,Rosa,Rosa canina L.,Flower,16965.jpg,532,800
1119,16986,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Entire,16986.jpg,533,800
1120,17,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,17.jpg,543,800
1121,1700,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,1700.jpg,600,800
1122,17017,Iridaceae,Iris,Iris pseudacorus L.,Flower,17017.jpg,600,800
1123,17020,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17020.jpg,800,600
1125,17064,Geraniaceae,Geranium,Geranium phaeum L.,Flower,17064.jpg,531,800
1126,17069,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Entire,17069.jpg,800,600
1127,17078,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,17078.jpg,800,600
1128,17096,Campanulaceae,Campanula,Campanula latifolia L.,Flower,17096.jpg,600,800
1129,17108,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,17108.jpg,530,800
1130,17111,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,17111.jpg,530,800
1131,17133,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,17133.jpg,600,800
1132,17142,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,17142.jpg,532,800
1133,17143,Iridaceae,Iris,Iris pseudacorus L.,Entire,17143.jpg,532,800
1134,17159,Campanulaceae,Campanula,Campanula patula L.,Entire,17159.jpg,800,600
1138,17213,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,17213.jpg,800,800
1139,17230,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,17230.jpg,800,778
1140,17245,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,17245.jpg,800,800
1141,1725,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,1725.jpg,800,600
1142,17274,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,17274.jpg,532,800
1143,17285,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17285.jpg,800,600
1144,17290,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,17290.jpg,600,800
1145,17296,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,17296.jpg,600,800
1146,17303,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,17303.jpg,535,800
1147,17377,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,17377.jpg,479,800
1149,17409,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,17409.jpg,800,535
1150,17417,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,17417.jpg,665,800
1151,17474,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17474.jpg,800,600
1153,17497,Rosaceae,Rosa,Rosa canina L.,Flower,17497.jpg,533,800
1155,17522,Geraniaceae,Geranium,Geranium phaeum L.,Flower,17522.jpg,800,605
1158,1757,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,1757.jpg,600,800
1160,17586,Campanulaceae,Campanula,Campanula glomerata L.,Flower,17586.jpg,800,679
1163,17689,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower,17689.jpg,544,800
1164,17695,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,17695.jpg,535,800
1165,177,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,177.jpg,800,531
1168,17732,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,17732.jpg,598,800
1169,17774,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,17774.jpg,800,800
1170,17822,Rosaceae,Rosa,Rosa pendulina L.,Flower,17822.jpg,800,661
1173,17864,Campanulaceae,Campanula,Campanula glomerata L.,Flower,17864.jpg,800,600
1177,17957,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,17957.jpg,800,670
1178,17965,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,17965.jpg,600,800
1180,17969,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,17969.jpg,600,800
1181,17983,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17983.jpg,800,800
1183,17992,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,17992.jpg,800,601
1186,18019,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,18019.jpg,682,800
1187,18065,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,18065.jpg,600,800
1188,18083,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,18083.jpg,671,800
1189,18109,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,18109.jpg,600,800
1191,18157,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,18157.jpg,800,600
1194,18180,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,18180.jpg,600,800
1195,18215,Rosaceae,Rosa,Rosa canina L.,Flower,18215.jpg,600,800
1196,18281,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Entire,18281.jpg,800,498
1197,18299,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower,18299.jpg,600,800
1198,183,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,183.jpg,600,800
1200,18330,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,18330.jpg,800,592
1202,18333,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,18333.jpg,600,800
1203,1837,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,1837.jpg,533,800
1204,18372,Iridaceae,Iris,Iris foetidissima L.,Entire,18372.jpg,600,800
1205,18410,Geraniaceae,Geranium,Geranium robertianum L.,Entire,18410.jpg,532,800
1207,18433,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,18433.jpg,600,800
1210,18448,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,18448.jpg,600,800
1211,18450,Campanulaceae,Campanula,Campanula medium L.,Flower,18450.jpg,800,600
1213,18505,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower,18505.jpg,757,800
1216,18519,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,18519.jpg,748,800
1217,18524,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,18524.jpg,450,800
1218,18549,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,18549.jpg,600,800
1219,18550,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,18550.jpg,800,800
1221,18602,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,18602.jpg,800,600
1223,18618,Geraniaceae,Geranium,Geranium molle L.,Entire,18618.jpg,600,800
1224,18723,Rosaceae,Rosa,Rosa pendulina L.,Flower,18723.jpg,800,800
1227,18747,Geraniaceae,Geranium,Geranium robertianum L.,Flower,18747.jpg,800,600
1228,18763,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,18763.jpg,450,800
1230,1880,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,1880.jpg,600,800
1231,18810,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,18810.jpg,530,800
1232,18825,Campanulaceae,Campanula,Campanula medium L.,Entire,18825.jpg,600,800
1233,18831,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,18831.jpg,530,800
1234,18872,Geraniaceae,Geranium,Geranium phaeum L.,Entire,18872.jpg,800,531
1236,18900,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,18900.jpg,781,800
1237,1893,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,1893.jpg,530,800
1238,18968,Geraniaceae,Geranium,Geranium molle L.,Flower,18968.jpg,533,800
1241,19001,Geraniaceae,Geranium,Geranium nodosum L.,Entire,19001.jpg,800,600
1242,19016,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,19016.jpg,600,800
1244,19033,Rosaceae,Rosa,Rosa canina L.,Flower,19033.jpg,751,800
1245,19037,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,19037.jpg,800,557
1246,19060,Orchidaceae,Ophrys,Ophrys passionis Sennen,Entire,19060.jpg,800,600
1248,19112,Iridaceae,Iris,Iris pseudacorus L.,Flower,19112.jpg,531,800
1250,19142,Lamiaceae,Lavandula,Lavandula stoechas L.,Flower,19142.jpg,800,449
1251,19155,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,19155.jpg,800,511
1254,19178,Rosaceae,Rosa,Rosa canina L.,Flower,19178.jpg,562,800
1256,1926,Geraniaceae,Geranium,Geranium lucidum L.,Flower,1926.jpg,600,800
1258,19298,Campanulaceae,Campanula,Campanula trachelium L.,Flower,19298.jpg,800,568
1259,19351,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,19351.jpg,532,800
1260,19367,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower,19367.jpg,654,800
1261,1938,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,1938.jpg,800,648
1263,19393,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,19393.jpg,800,800
1264,19402,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,19402.jpg,631,800
1265,19417,Geraniaceae,Geranium,Geranium robertianum L.,Flower,19417.jpg,751,800
1266,19419,Iridaceae,Iris,Iris lutescens Lam.,Entire,19419.jpg,600,800
1268,19435,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,19435.jpg,706,800
1270,19487,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,19487.jpg,535,800
1272,19540,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,19540.jpg,600,800
1273,19549,Campanulaceae,Campanula,Campanula glomerata L.,Flower,19549.jpg,654,800
1274,19568,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,19568.jpg,749,800
1276,19597,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,19597.jpg,800,600
1279,19622,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,19622.jpg,600,800
1281,19654,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,19654.jpg,600,800
1282,19710,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Entire,19710.jpg,800,600
1283,19717,Rosaceae,Rosa,Rosa pendulina L.,Flower,19717.jpg,600,800
1284,19719,Iridaceae,Iris,Iris lutescens Lam.,Entire,19719.jpg,800,600
1288,19758,Geraniaceae,Geranium,Geranium pratense L.,Flower,19758.jpg,600,800
1291,19777,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,19777.jpg,600,800
1293,19799,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,19799.jpg,551,800
1294,19804,Geraniaceae,Geranium,Geranium phaeum L.,Flower,19804.jpg,695,800
1295,19813,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,19813.jpg,800,600
1297,1982,Orchidaceae,Ophrys,Ophrys apifera Huds.,Entire,1982.jpg,742,800
1299,1985,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Flower,1985.jpg,628,800
1300,19852,Iridaceae,Iris,Iris lutescens Lam.,Entire,19852.jpg,600,800
1301,19855,Geraniaceae,Geranium,Geranium dissectum L.,Entire,19855.jpg,800,658
1302,19880,Campanulaceae,Campanula,Campanula rotundifolia L.,Entire,19880.jpg,534,800
1304,19907,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Entire,19907.jpg,535,800
1307,20003,Geraniaceae,Geranium,Geranium molle L.,Flower,20003.jpg,533,800
1308,20027,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,20027.jpg,600,800
1309,20028,Campanulaceae,Campanula,Campanula latifolia L.,Flower,20028.jpg,751,800
1313,20064,Lamiaceae,Lavandula,Lavandula stoechas L.,Flower,20064.jpg,751,800
1315,20086,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,20086.jpg,600,800
1316,20120,Rosaceae,Rosa,Rosa pendulina L.,Entire,20120.jpg,600,800
1317,20139,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,20139.jpg,533,800
1318,2014,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,2014.jpg,600,800
1319,20166,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower,20166.jpg,800,646
1322,20214,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,20214.jpg,800,652
1323,20219,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,20219.jpg,659,800
1324,20283,Geraniaceae,Geranium,Geranium phaeum L.,Flower,20283.jpg,681,800
1327,20367,Iridaceae,Iris,Iris lutescens Lam.,Flower,20367.jpg,800,600
1328,2038,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,2038.jpg,800,600
1329,20416,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,20416.jpg,532,800
1334,20460,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,20460.jpg,800,600
1335,20485,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,20485.jpg,600,800
1337,20499,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,20499.jpg,600,800
1338,20503,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,20503.jpg,800,600
1341,20591,Orchidaceae,Ophrys,Ophrys apifera Huds.,Entire,20591.jpg,800,600
1342,206,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,206.jpg,532,800
1343,20604,Iridaceae,Iris,Iris lutescens Lam.,Flower,20604.jpg,600,800
1344,20606,Geraniaceae,Geranium,Geranium lucidum L.,Entire,20606.jpg,600,800
1345,20638,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,20638.jpg,800,598
1346,20649,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,20649.jpg,451,800
1347,20669,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,20669.jpg,600,800
1348,20691,Rosaceae,Rosa,Rosa canina L.,Flower,20691.jpg,600,800
1349,20702,Campanulaceae,Campanula,Campanula glomerata L.,Flower,20702.jpg,600,800
1352,20817,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,20817.jpg,600,800
1355,20882,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,20882.jpg,800,600
1356,20886,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,20886.jpg,800,800
1357,20890,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,20890.jpg,786,800
1358,20894,Rosaceae,Rosa,Rosa spinosissima L.,Flower,20894.jpg,800,600
1359,20959,Campanulaceae,Campanula,Campanula glomerata L.,Flower,20959.jpg,800,600
1360,20977,Geraniaceae,Geranium,Geranium robertianum L.,Entire,20977.jpg,800,587
1362,21008,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,21008.jpg,533,800
1363,21041,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,21041.jpg,714,800
1364,21043,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,21043.jpg,533,800
1366,21058,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,21058.jpg,800,600
1367,21065,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,21065.jpg,800,600
1368,21068,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,21068.jpg,777,800
1371,21136,Geraniaceae,Geranium,Geranium columbinum L.,Entire,21136.jpg,600,800
1375,21212,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,21212.jpg,800,600
1377,21246,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Entire,21246.jpg,530,800
1378,21272,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,21272.jpg,600,800
1381,21312,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,21312.jpg,800,629
1382,21336,Campanulaceae,Campanula,Campanula glomerata L.,Flower,21336.jpg,799,800
1383,21353,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,21353.jpg,800,531
1384,21359,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,21359.jpg,800,800
1386,2138,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,2138.jpg,509,800
1388,21398,Geraniaceae,Geranium,Geranium columbinum L.,Flower,21398.jpg,530,800
1389,2144,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,2144.jpg,600,800
1394,21474,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,21474.jpg,800,531
1395,21487,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,21487.jpg,800,600
1396,21506,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Entire,21506.jpg,532,800
1397,21519,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,21519.jpg,635,800
1400,21569,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,21569.jpg,800,600
1401,21586,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,21586.jpg,800,600
1402,21628,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,21628.jpg,800,600
1403,21629,Campanulaceae,Campanula,Campanula trachelium L.,Flower,21629.jpg,800,600
1404,21642,Iridaceae,Iris,Iris lutescens Lam.,Entire,21642.jpg,800,770
1405,21651,Rosaceae,Rosa,Rosa spinosissima L.,Flower,21651.jpg,600,800
1407,21667,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,21667.jpg,600,800
1408,21715,Campanulaceae,Campanula,Campanula glomerata L.,Flower,21715.jpg,800,533
1411,2181,Rosaceae,Rosa,Rosa canina L.,Flower,2181.jpg,600,800
1412,2182,Geraniaceae,Geranium,Geranium phaeum L.,Flower,2182.jpg,600,800
