,id,family,genus,species,content
864,183,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
865,18330,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower
866,18333,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
867,18341,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
868,1837,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
869,18378,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
870,18420,Gentianaceae,Gentiana,Gentiana burseri Lapeyr.,Flower
871,18427,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
872,18433,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
873,18450,Campanulaceae,Campanula,Campanula medium L.,Flower
874,18460,Malvaceae,Malva,Malva sylvestris L.,Flower
875,18505,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower
876,18507,Fabaceae,Trifolium,Trifolium stellatum L.,Flower
877,18519,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
878,18524,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
879,18549,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
880,18550,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
881,18608,Violaceae,Viola,Viola cornuta L.,Flower
882,1862,Malvaceae,Malva,Malva sylvestris L.,Flower
883,18652,Malvaceae,Malva,Malva sylvestris L.,Flower
884,18698,Amaryllidaceae,Allium,Allium nigrum L.,Flower
885,18723,Rosaceae,Rosa,Rosa pendulina L.,Flower
886,18747,Geraniaceae,Geranium,Geranium robertianum L.,Flower
887,18761,Gentianaceae,Gentiana,Gentiana nivalis L.,Flower
888,18763,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
889,1880,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
890,18831,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
891,18839,Gentianaceae,Gentiana,Gentiana verna L.,Flower
892,18900,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
893,18906,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
894,18918,Asteraceae,Cirsium,Cirsium palustre (L.) Scop.,Flower
895,18947,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
896,18968,Geraniaceae,Geranium,Geranium molle L.,Flower
897,19016,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
898,19033,Rosaceae,Rosa,Rosa canina L.,Flower
899,19037,Orchidaceae,Ophrys,Ophrys speculum Link,Flower
900,19055,Gentianaceae,Gentiana,Gentiana verna L.,Flower
901,19112,Iridaceae,Iris,Iris pseudacorus L.,Flower
902,19155,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
903,19178,Rosaceae,Rosa,Rosa canina L.,Flower
904,1926,Geraniaceae,Geranium,Geranium lucidum L.,Flower
905,19274,Amaryllidaceae,Allium,Allium triquetrum L.,Flower
906,19298,Campanulaceae,Campanula,Campanula trachelium L.,Flower
907,1934,Violaceae,Viola,Viola odorata L.,Flower
908,19351,Orchidaceae,Ophrys,Ophrys speculum Link,Flower
909,19367,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
910,1938,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
911,19393,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
912,19402,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
913,19403,Asteraceae,Cirsium,Cirsium acaulon (L.) Scop.,Flower
914,19417,Geraniaceae,Geranium,Geranium robertianum L.,Flower
915,19435,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower
916,19485,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
917,19487,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
918,19549,Campanulaceae,Campanula,Campanula glomerata L.,Flower
919,19568,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower
920,19589,Violaceae,Viola,Viola tricolor L.,Flower
921,19597,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
922,19622,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
923,19659,Malvaceae,Malva,Malva moschata L.,Flower
924,19681,Gentianaceae,Gentiana,Gentiana alpina Vill.,Flower
925,19717,Rosaceae,Rosa,Rosa pendulina L.,Flower
926,19758,Geraniaceae,Geranium,Geranium pratense L.,Flower
927,1977,Malvaceae,Malva,Malva moschata L.,Flower
928,19799,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
929,19800,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
930,19804,Geraniaceae,Geranium,Geranium phaeum L.,Flower
931,19813,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
932,1985,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Flower
933,19904,Plantaginaceae,Veronica,Veronica cymbalaria Bodard,Flower
934,19959,Amaryllidaceae,Allium,Allium schoenoprasum L.,Flower
935,19989,Fabaceae,Trifolium,Trifolium stellatum L.,Flower
936,20003,Geraniaceae,Geranium,Geranium molle L.,Flower
937,20028,Campanulaceae,Campanula,Campanula latifolia L.,Flower
938,20048,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
939,2005,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
940,20086,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower
941,20091,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
942,20119,Fabaceae,Trifolium,Trifolium pratense L.,Flower
943,20159,Amaryllidaceae,Allium,Allium sphaerocephalon L.,Flower
944,20166,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower
945,20219,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
946,20262,Amaryllidaceae,Allium,Allium ursinum L.,Flower
947,20272,Gentianaceae,Gentiana,Gentiana nivalis L.,Flower
948,20283,Geraniaceae,Geranium,Geranium phaeum L.,Flower
949,20294,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
950,20316,Malvaceae,Malva,Malva sylvestris L.,Flower
951,20328,Fabaceae,Trifolium,Trifolium repens L.,Flower
952,20367,Iridaceae,Iris,Iris lutescens Lam.,Flower
953,2038,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
954,20404,Gentianaceae,Gentiana,Gentiana verna L.,Flower
955,20416,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
956,20439,Malvaceae,Malva,Malva setigera Spenn.,Flower
957,20460,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
958,20485,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
959,20508,Malvaceae,Malva,Malva sylvestris L.,Flower
960,20575,Fabaceae,Trifolium,Trifolium subterraneum L.,Flower
961,20585,Violaceae,Viola,Viola riviniana Rchb.,Flower
962,206,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
963,20604,Iridaceae,Iris,Iris lutescens Lam.,Flower
964,20614,Fabaceae,Trifolium,Trifolium pratense L.,Flower
965,20623,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
966,20638,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
967,20649,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
968,20668,Fabaceae,Trifolium,Trifolium pratense L.,Flower
969,20669,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower
970,20691,Rosaceae,Rosa,Rosa canina L.,Flower
971,20701,Asteraceae,Cirsium,Cirsium acaulon (L.) Scop.,Flower
972,20702,Campanulaceae,Campanula,Campanula glomerata L.,Flower
973,20739,Fabaceae,Trifolium,Trifolium pratense L.,Flower
974,20803,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
975,20819,Amaryllidaceae,Allium,Allium triquetrum L.,Flower
976,20858,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
977,20886,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
978,20887,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
979,20890,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
980,20894,Rosaceae,Rosa,Rosa spinosissima L.,Flower
981,20959,Campanulaceae,Campanula,Campanula glomerata L.,Flower
982,20963,Plantaginaceae,Veronica,Veronica serpyllifolia L.,Flower
983,20970,Violaceae,Viola,Viola tricolor L.,Flower
984,20987,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
985,2099,Malvaceae,Malva,Malva sylvestris L.,Flower
986,21008,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
987,21041,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
988,21042,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
989,21043,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
990,21068,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower
991,21212,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
992,21272,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
993,21276,Plantaginaceae,Veronica,Veronica anagallis-aquatica L.,Flower
994,21312,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower
995,21330,Gentianaceae,Gentiana,Gentiana alpina Vill.,Flower
996,21336,Campanulaceae,Campanula,Campanula glomerata L.,Flower
997,21359,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
998,2138,Campanulaceae,Campanula,Campanula rapunculus L.,Flower
999,21380,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1000,21398,Geraniaceae,Geranium,Geranium columbinum L.,Flower
1001,214,Fabaceae,Trifolium,Trifolium repens L.,Flower
1002,2144,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1003,21454,Malvaceae,Malva,Malva neglecta Wallr.,Flower
1004,21474,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
1005,21487,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
1006,21519,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower
1007,21569,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
1008,21586,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
1009,21628,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
1010,21629,Campanulaceae,Campanula,Campanula trachelium L.,Flower
1011,21651,Rosaceae,Rosa,Rosa spinosissima L.,Flower
1012,21667,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower
1013,2168,Violaceae,Viola,Viola tricolor L.,Flower
1014,21680,Violaceae,Viola,Viola lutea Huds.,Flower
1015,2169,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1016,21699,Fabaceae,Trifolium,Trifolium repens L.,Flower
1017,21715,Campanulaceae,Campanula,Campanula glomerata L.,Flower
1018,21743,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1019,21765,Violaceae,Viola,Viola tricolor L.,Flower
1020,2181,Rosaceae,Rosa,Rosa canina L.,Flower
1021,2182,Geraniaceae,Geranium,Geranium phaeum L.,Flower
1022,21825,Violaceae,Viola,Viola riviniana Rchb.,Flower
1023,21826,Malvaceae,Malva,Malva moschata L.,Flower
1024,21828,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1025,21832,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
1026,21855,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
1027,21860,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1028,21872,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1029,21903,Malvaceae,Malva,Malva sylvestris L.,Flower
1030,21905,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
1031,21928,Gentianaceae,Gentiana,Gentiana pyrenaica L.,Flower
1032,21943,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
1033,21993,Iridaceae,Iris,Iris lutescens Lam.,Flower
1034,22018,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
1035,22064,Lamiaceae,Ajuga,Ajuga iva (L.) Schreb.,Flower
1036,22100,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
1037,22184,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
1038,22188,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
1039,22195,Asteraceae,Cirsium,Cirsium arvense (L.) Scop.,Flower
1040,22232,Violaceae,Viola,Viola calcarata L.,Flower
1041,22234,Geraniaceae,Geranium,Geranium robertianum L.,Flower
1042,22241,Campanulaceae,Campanula,Campanula trachelium L.,Flower
1043,22280,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
1044,22313,Fabaceae,Trifolium,Trifolium resupinatum L.,Flower
1045,22314,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
1046,22329,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1047,22362,Orchidaceae,Ophrys,Ophrys speculum Link,Flower
1048,22364,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
1049,22389,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1050,2240,Geraniaceae,Geranium,Geranium dissectum L.,Flower
1051,22430,Violaceae,Viola,Viola arvensis Murray,Flower
1052,22468,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1053,22516,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1054,22527,Malvaceae,Malva,Malva neglecta Wallr.,Flower
1055,22574,Iridaceae,Iris,Iris foetidissima L.,Flower
1056,22578,Malvaceae,Malva,Malva setigera Spenn.,Flower
1057,22588,Amaryllidaceae,Allium,Allium ursinum L.,Flower
1058,22611,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
1059,22630,Amaryllidaceae,Allium,Allium sphaerocephalon L.,Flower
1060,22680,Amaryllidaceae,Allium,Allium narcissiflorum Vill.,Flower
1061,227,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
1062,22710,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower
1063,22717,Gentianaceae,Gentiana,Gentiana verna L.,Flower
1064,22752,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1065,22761,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
1066,22809,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1067,22814,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
1068,22826,Asteraceae,Cirsium,Cirsium arvense (L.) Scop.,Flower
1069,22852,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
1070,22872,Campanulaceae,Campanula,Campanula trachelium L.,Flower
1071,22919,Geraniaceae,Geranium,Geranium nodosum L.,Flower
1072,22958,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1073,22975,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
1074,22997,Asteraceae,Cirsium,Cirsium palustre (L.) Scop.,Flower
1075,23011,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
1076,23014,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
1077,23026,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
1078,23066,Campanulaceae,Campanula,Campanula patula L.,Flower
1079,23101,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
1080,23107,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
1081,23111,Gentianaceae,Gentiana,Gentiana lutea L.,Flower
1082,23127,Gentianaceae,Gentiana,Gentiana verna L.,Flower
1083,2313,Gentianaceae,Gentiana,Gentiana verna L.,Flower
1084,23133,Amaryllidaceae,Allium,Allium nigrum L.,Flower
1085,2315,Campanulaceae,Campanula,Campanula latifolia L.,Flower
1086,23165,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1087,23174,Iridaceae,Iris,Iris lutescens Lam.,Flower
1088,2318,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
1089,23215,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
1090,23282,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
1091,23311,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1092,23326,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower
1093,23338,Campanulaceae,Campanula,Campanula trachelium L.,Flower
1094,23345,Lamiaceae,Ajuga,Ajuga genevensis L.,Flower
1095,23349,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower
1096,23360,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
1097,23374,Violaceae,Viola,Viola odorata L.,Flower
1098,23393,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower
1099,234,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1100,23405,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
1101,23430,Malvaceae,Malva,Malva sylvestris L.,Flower
1102,23437,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
1103,23447,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1104,2345,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
1105,23456,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
1106,23462,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
1107,23499,Iridaceae,Iris,Iris foetidissima L.,Flower
1108,23517,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1109,23552,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1110,23562,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
1111,23636,Geraniaceae,Geranium,Geranium rotundifolium L.,Flower
1112,2372,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
1113,23740,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower
1114,23754,Gentianaceae,Gentiana,Gentiana burseri Lapeyr.,Flower
1115,23795,Fabaceae,Trifolium,Trifolium incarnatum L.,Flower
1116,23842,Malvaceae,Malva,Malva moschata L.,Flower
1117,23901,Lamiaceae,Ajuga,Ajuga iva (L.) Schreb.,Flower
1118,2391,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
1119,23911,Geraniaceae,Geranium,Geranium molle L.,Flower
1120,23931,Iridaceae,Iris,Iris lutescens Lam.,Flower
1121,23948,Plantaginaceae,Veronica,Veronica hederifolia L.,Flower
1122,23986,Gentianaceae,Gentiana,Gentiana burseri Lapeyr.,Flower
1123,24008,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
1124,24018,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1125,24069,Campanulaceae,Campanula,Campanula trachelium L.,Flower
1126,24075,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
1127,24163,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1128,24179,Violaceae,Viola,Viola riviniana Rchb.,Flower
1129,24209,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
1130,24220,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
1131,24324,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1132,24399,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
1133,24418,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1134,24422,Malvaceae,Malva,Malva moschata L.,Flower
1135,24473,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
1136,24532,Rosaceae,Rosa,Rosa canina L.,Flower
1137,24566,Lamiaceae,Ajuga,Ajuga genevensis L.,Flower
1138,246,Campanulaceae,Campanula,Campanula patula L.,Flower
1139,24636,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
1140,24640,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
1141,24642,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
1142,24648,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
1143,24665,Malvaceae,Malva,Malva sylvestris L.,Flower
1144,24688,Malvaceae,Malva,Malva moschata L.,Flower
1145,24694,Gentianaceae,Gentiana,Gentiana alpina Vill.,Flower
1146,24697,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
1147,24704,Malvaceae,Malva,Malva sylvestris L.,Flower
1148,24724,Campanulaceae,Campanula,Campanula trachelium L.,Flower
1149,24739,Campanulaceae,Campanula,Campanula glomerata L.,Flower
1150,24783,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
1151,24845,Violaceae,Viola,Viola cornuta L.,Flower
1152,24904,Violaceae,Viola,Viola riviniana Rchb.,Flower
1153,2493,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
1154,2500,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
1155,25028,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1156,25053,Gentianaceae,Gentiana,Gentiana alpina Vill.,Flower
1157,25089,Campanulaceae,Campanula,Campanula glomerata L.,Flower
1158,25098,Campanulaceae,Campanula,Campanula patula L.,Flower
1159,25117,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1160,2512,Lamiaceae,Ajuga,Ajuga chamaepitys (L.) Schreb.,Flower
1161,25160,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1162,25161,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
1163,25182,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
1164,25218,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower
1165,25269,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
1166,2529,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
1167,25290,Malvaceae,Malva,Malva sylvestris L.,Flower
1168,25325,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Flower
1169,25334,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
1170,25338,Campanulaceae,Campanula,Campanula glomerata L.,Flower
1171,25384,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
1172,25446,Gentianaceae,Gentiana,Gentiana nivalis L.,Flower
1173,25464,Asteraceae,Cirsium,Cirsium palustre (L.) Scop.,Flower
1174,25499,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower
1175,25523,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
1176,25529,Fabaceae,Trifolium,Trifolium campestre Schreb.,Flower
1177,25536,Campanulaceae,Campanula,Campanula glomerata L.,Flower
1178,25552,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
1179,25616,Malvaceae,Malva,Malva setigera Spenn.,Flower
1180,2562,Rosaceae,Rosa,Rosa pendulina L.,Flower
1181,25633,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
1182,25658,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Flower
1183,25689,Gentianaceae,Gentiana,Gentiana nivalis L.,Flower
1184,25691,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
1185,25704,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1186,2575,Rosaceae,Rosa,Rosa canina L.,Flower
1187,25798,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
1188,25817,Amaryllidaceae,Allium,Allium narcissiflorum Vill.,Flower
1189,25830,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1190,25839,Plantaginaceae,Veronica,Veronica officinalis L.,Flower
1191,25843,Fabaceae,Trifolium,Trifolium campestre Schreb.,Flower
1192,25867,Violaceae,Viola,Viola alba Besser,Flower
1193,25875,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1194,25904,Violaceae,Viola,Viola tricolor L.,Flower
1195,25914,Rosaceae,Rosa,Rosa canina L.,Flower
1196,25945,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1197,25947,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
1198,2596,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
1199,25966,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
1200,25990,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower
1201,26036,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower
1202,26051,Campanulaceae,Campanula,Campanula rapunculus L.,Flower
1203,26081,Campanulaceae,Campanula,Campanula patula L.,Flower
1204,26083,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
1205,26087,Violaceae,Viola,Viola arvensis Murray,Flower
1206,2611,Campanulaceae,Campanula,Campanula rapunculus L.,Flower
1207,26111,Rosaceae,Rosa,Rosa canina L.,Flower
1208,26112,Malvaceae,Malva,Malva sylvestris L.,Flower
1209,26128,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1210,26137,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1211,26212,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
1212,26230,Fabaceae,Trifolium,Trifolium incarnatum L.,Flower
1213,26243,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
1214,26252,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
1215,26266,Rosaceae,Rosa,Rosa pendulina L.,Flower
1216,26270,Amaryllidaceae,Allium,Allium narcissiflorum Vill.,Flower
1217,26273,Geraniaceae,Geranium,Geranium molle L.,Flower
1218,26279,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
1219,2636,Malvaceae,Malva,Malva setigera Spenn.,Flower
1220,26393,Campanulaceae,Campanula,Campanula medium L.,Flower
1221,26420,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
1222,26436,Malvaceae,Malva,Malva moschata L.,Flower
1223,26448,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
1224,2645,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1225,26507,Fabaceae,Trifolium,Trifolium pratense L.,Flower
1226,26509,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
1227,26538,Gentianaceae,Gentiana,Gentiana lutea L.,Flower
1228,26547,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower
1229,2655,Plantaginaceae,Veronica,Veronica officinalis L.,Flower
1230,26571,Violaceae,Viola,Viola tricolor L.,Flower
1231,26575,Violaceae,Viola,Viola riviniana Rchb.,Flower
1232,26634,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
1233,26639,Plantaginaceae,Veronica,Veronica hederifolia L.,Flower
1234,26673,Amaryllidaceae,Allium,Allium nigrum L.,Flower
1235,26681,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
1236,26695,Malvaceae,Malva,Malva moschata L.,Flower
1237,26770,Campanulaceae,Campanula,Campanula glomerata L.,Flower
1238,26820,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
1239,26885,Iridaceae,Iris,Iris lutescens Lam.,Flower
1240,26896,Plantaginaceae,Veronica,Veronica beccabunga L.,Flower
1241,26916,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
1242,26948,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
1243,26980,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower
1244,26982,Geraniaceae,Geranium,Geranium pratense L.,Flower
1245,27014,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
1246,27015,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
1247,27024,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
1248,27025,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1249,27042,Malvaceae,Malva,Malva moschata L.,Flower
1250,27068,Iridaceae,Iris,Iris foetidissima L.,Flower
1251,27069,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
1252,27079,Asteraceae,Cirsium,Cirsium palustre (L.) Scop.,Flower
