,id,family,genus,species
1379,21273,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1380,21302,Geraniaceae,Geranium,Geranium pusillum L.
1381,21312,Orchidaceae,Ophrys,Ophrys virescens Philippe
1382,21336,Campanulaceae,Campanula,Campanula glomerata L.
1383,21353,Liliaceae,Tulipa,Tulipa sylvestris L.
1384,21359,Orchidaceae,Ophrys,Ophrys apifera Huds.
1385,21367,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
1386,2138,Campanulaceae,Campanula,Campanula rapunculus L.
1387,21391,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1388,21398,Geraniaceae,Geranium,Geranium columbinum L.
1389,2144,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1390,2145,Iridaceae,Iris,Iris foetidissima L.
1391,21456,Geraniaceae,Geranium,Geranium phaeum L.
1392,21462,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1393,21470,Geraniaceae,Geranium,Geranium nodosum L.
1394,21474,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1395,21487,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1396,21506,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1397,21519,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1398,2152,Geraniaceae,Geranium,Geranium phaeum L.
1399,21533,Rosaceae,Rosa,Rosa agrestis Savi
1400,21569,Geraniaceae,Geranium,Geranium sylvaticum L.
1401,21586,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1402,21628,Campanulaceae,Campanula,Campanula persicifolia L.
1403,21629,Campanulaceae,Campanula,Campanula trachelium L.
1404,21642,Iridaceae,Iris,Iris lutescens Lam.
1405,21651,Rosaceae,Rosa,Rosa spinosissima L.
1406,21659,Iridaceae,Iris,Iris foetidissima L.
1407,21667,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1408,21715,Campanulaceae,Campanula,Campanula glomerata L.
1409,21722,Rosaceae,Rosa,Rosa pendulina L.
1410,21761,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1411,2181,Rosaceae,Rosa,Rosa canina L.
1412,2182,Geraniaceae,Geranium,Geranium phaeum L.
1413,21832,Orchidaceae,Ophrys,Ophrys passionis Sennen
1414,21840,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1415,2185,Lamiaceae,Lavandula,Lavandula stoechas L.
1416,21850,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1417,21860,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1418,21872,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1419,21876,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1420,21905,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1421,21926,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1422,21932,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1423,21944,Lamiaceae,Lavandula,Lavandula stoechas L.
1424,21993,Iridaceae,Iris,Iris lutescens Lam.
1425,22018,Orchidaceae,Ophrys,Ophrys insectifera L.
1426,22100,Orchidaceae,Ophrys,Ophrys lutea Cav.
1427,22102,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1428,22124,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1429,22127,Oleaceae,Jasminum,Jasminum fruticans L.
1430,22151,Geraniaceae,Geranium,Geranium nodosum L.
1431,22162,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1432,22171,Campanulaceae,Campanula,Campanula rhomboidalis L.
1433,2218,Orchidaceae,Ophrys,Ophrys virescens Philippe
1434,22184,Campanulaceae,Campanula,Campanula rotundifolia L.
1435,22234,Geraniaceae,Geranium,Geranium robertianum L.
1436,22241,Campanulaceae,Campanula,Campanula trachelium L.
1437,22270,Geraniaceae,Geranium,Geranium columbinum L.
1438,22280,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1439,22316,Oleaceae,Jasminum,Jasminum fruticans L.
1440,22326,Geraniaceae,Geranium,Geranium molle L.
1441,22344,Campanulaceae,Campanula,Campanula latifolia L.
1442,22362,Orchidaceae,Ophrys,Ophrys speculum Link
1443,22372,Campanulaceae,Campanula,Campanula glomerata L.
1444,2240,Geraniaceae,Geranium,Geranium dissectum L.
1445,22468,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1446,22508,Orchidaceae,Ophrys,Ophrys insectifera L.
1447,22546,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1448,22555,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1449,22572,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1450,22574,Iridaceae,Iris,Iris foetidissima L.
1451,2261,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1452,22611,Geraniaceae,Geranium,Geranium sylvaticum L.
1453,22648,Oleaceae,Jasminum,Jasminum fruticans L.
1454,22697,Liliaceae,Tulipa,Tulipa sylvestris L.
1455,227,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
1456,22706,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1457,22710,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1458,22720,Liliaceae,Tulipa,Tulipa sylvestris L.
1459,22761,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1460,22791,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1461,22807,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1462,22810,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1463,22814,Geraniaceae,Geranium,Geranium sylvaticum L.
1464,22852,Campanulaceae,Campanula,Campanula rotundifolia L.
1465,22856,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1466,2286,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1467,22860,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1468,22872,Campanulaceae,Campanula,Campanula trachelium L.
1469,22897,Geraniaceae,Geranium,Geranium molle L.
1470,22904,Campanulaceae,Campanula,Campanula persicifolia L.
1471,22905,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1472,22919,Geraniaceae,Geranium,Geranium nodosum L.
1473,22942,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1474,22975,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1475,22978,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1476,23011,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
1477,23015,Rosaceae,Rosa,Rosa canina L.
1478,23026,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1479,2304,Lamiaceae,Lavandula,Lavandula stoechas L.
1480,23066,Campanulaceae,Campanula,Campanula patula L.
1481,23086,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1482,23087,Rosaceae,Rosa,Rosa canina L.
1483,23090,Rosaceae,Crataegus,Crataegus azarolus L.
1484,23107,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
1485,23142,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1486,2315,Campanulaceae,Campanula,Campanula latifolia L.
1487,23174,Iridaceae,Iris,Iris lutescens Lam.
1488,2318,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1489,23215,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1490,23252,Liliaceae,Tulipa,Tulipa sylvestris L.
1491,23326,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1492,23338,Campanulaceae,Campanula,Campanula trachelium L.
1493,23341,Liliaceae,Tulipa,Tulipa sylvestris L.
1494,23349,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1495,23360,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1496,23369,Liliaceae,Tulipa,Tulipa sylvestris L.
1497,23381,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1498,23393,Orchidaceae,Ophrys,Ophrys virescens Philippe
1499,23397,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
1500,234,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1501,23405,Geraniaceae,Geranium,Geranium sanguineum L.
1502,23410,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1503,23424,Rosaceae,Crataegus,Crataegus azarolus L.
1504,23437,Campanulaceae,Campanula,Campanula rotundifolia L.
1505,23445,Oleaceae,Jasminum,Jasminum fruticans L.
1506,2345,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
1507,23456,Geraniaceae,Geranium,Geranium sylvaticum L.
1508,23492,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1509,23499,Iridaceae,Iris,Iris foetidissima L.
1510,2350,Lamiaceae,Lavandula,Lavandula stoechas L.
1511,23517,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1512,23537,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1513,23562,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1514,23611,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1515,23636,Geraniaceae,Geranium,Geranium rotundifolium L.
1516,2366,Geraniaceae,Geranium,Geranium robertianum L.
1517,23684,Campanulaceae,Campanula,Campanula persicifolia L.
1518,23701,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1519,23704,Oleaceae,Jasminum,Jasminum fruticans L.
1520,2372,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
1521,23740,Orchidaceae,Ophrys,Ophrys virescens Philippe
1522,23741,Orchidaceae,Ophrys,Ophrys insectifera L.
1523,23756,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1524,23803,Geraniaceae,Geranium,Geranium pusillum L.
1525,2387,Orchidaceae,Ophrys,Ophrys lutea Cav.
1526,2391,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1527,23911,Geraniaceae,Geranium,Geranium molle L.
1528,23931,Iridaceae,Iris,Iris lutescens Lam.
1529,23975,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1530,24008,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1531,24018,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1532,24024,Orchidaceae,Ophrys,Ophrys passionis Sennen
1533,24052,Geraniaceae,Geranium,Geranium phaeum L.
1534,24069,Campanulaceae,Campanula,Campanula trachelium L.
1535,24075,Orchidaceae,Ophrys,Ophrys lutea Cav.
1536,2411,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1537,24157,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1538,24176,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1539,24182,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1540,2419,Liliaceae,Tulipa,Tulipa sylvestris L.
1541,24207,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1542,24209,Orchidaceae,Ophrys,Ophrys passionis Sennen
1543,24214,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1544,24220,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1545,24229,Oleaceae,Jasminum,Jasminum fruticans L.
1546,24246,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1547,24278,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1548,24282,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.
1549,24305,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1550,24328,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1551,24333,Lamiaceae,Lavandula,Lavandula stoechas L.
1552,24388,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1553,24392,Lamiaceae,Lavandula,Lavandula stoechas L.
1554,2440,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1555,24408,Iridaceae,Iris,Iris lutescens Lam.
1556,24431,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1557,24442,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1558,24498,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1559,24532,Rosaceae,Rosa,Rosa canina L.
1560,24541,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1561,246,Campanulaceae,Campanula,Campanula patula L.
1562,24607,Campanulaceae,Campanula,Campanula trachelium L.
1563,24632,Lamiaceae,Lavandula,Lavandula stoechas L.
1564,24642,Campanulaceae,Campanula,Campanula rotundifolia L.
1565,24648,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
1566,24651,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1567,24661,Rosaceae,Rosa,Rosa canina L.
1568,24697,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1569,24724,Campanulaceae,Campanula,Campanula trachelium L.
1570,24732,Liliaceae,Tulipa,Tulipa sylvestris L.
1571,24739,Campanulaceae,Campanula,Campanula glomerata L.
1572,24748,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1573,24763,Rosaceae,Rosa,Rosa canina L.
1574,24783,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
1575,24797,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
1576,24800,Geraniaceae,Geranium,Geranium pusillum L.
1577,24809,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1578,24822,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1579,24874,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
1580,24882,Geraniaceae,Geranium,Geranium robertianum L.
1581,24888,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1582,24893,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
1583,2493,Orchidaceae,Ophrys,Ophrys passionis Sennen
1584,24937,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1585,24955,Rosaceae,Rosa,Rosa canina L.
1586,24989,Orchidaceae,Ophrys,Ophrys insectifera L.
1587,25040,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1588,25048,Geraniaceae,Geranium,Geranium nodosum L.
1589,25076,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1590,25089,Campanulaceae,Campanula,Campanula glomerata L.
1591,25098,Campanulaceae,Campanula,Campanula patula L.
1592,25110,Liliaceae,Tulipa,Tulipa sylvestris L.
1593,25141,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1594,25158,Geraniaceae,Geranium,Geranium rotundifolium L.
1595,25161,Orchidaceae,Ophrys,Ophrys passionis Sennen
1596,25182,Campanulaceae,Campanula,Campanula persicifolia L.
1597,25212,Campanulaceae,Campanula,Campanula latifolia L.
1598,25218,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1599,25236,Rosaceae,Rosa,Rosa canina L.
1600,25269,Geraniaceae,Geranium,Geranium sanguineum L.
1601,25279,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1602,25308,Geraniaceae,Geranium,Geranium sylvaticum L.
1603,25317,Rosaceae,Crataegus,Crataegus azarolus L.
1604,25325,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
1605,25333,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1606,25334,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
1607,25336,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1608,25338,Campanulaceae,Campanula,Campanula glomerata L.
1609,25356,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
1610,25357,Rosaceae,Crataegus,Crataegus azarolus L.
1611,25359,Oleaceae,Jasminum,Jasminum fruticans L.
1612,25384,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
1613,25399,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1614,25471,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1615,25490,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1616,25499,Campanulaceae,Campanula,Campanula rhomboidalis L.
1617,25510,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1618,25522,Rosaceae,Rosa,Rosa agrestis Savi
1619,25523,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
1620,25536,Campanulaceae,Campanula,Campanula glomerata L.
1621,25552,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1622,25585,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1623,25604,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1624,2562,Rosaceae,Rosa,Rosa pendulina L.
1625,25633,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1626,25637,Campanulaceae,Campanula,Campanula patula L.
1627,25648,Campanulaceae,Campanula,Campanula rotundifolia L.
1628,25653,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1629,25654,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
1630,25658,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
1631,25719,Iridaceae,Iris,Iris pseudacorus L.
1632,2575,Rosaceae,Rosa,Rosa canina L.
1633,25778,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1634,25786,Geraniaceae,Geranium,Geranium sylvaticum L.
1635,25788,Campanulaceae,Campanula,Campanula latifolia L.
1636,25798,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1637,25840,Iridaceae,Iris,Iris lutescens Lam.
1638,25859,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1639,25914,Rosaceae,Rosa,Rosa canina L.
1640,25947,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
1641,2596,Orchidaceae,Ophrys,Ophrys insectifera L.
1642,25964,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1643,25966,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1644,25984,Oleaceae,Jasminum,Jasminum fruticans L.
1645,25990,Campanulaceae,Campanula,Campanula rhomboidalis L.
1646,26025,Geraniaceae,Geranium,Geranium rotundifolium L.
1647,26036,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1648,26051,Campanulaceae,Campanula,Campanula rapunculus L.
1649,26055,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1650,26074,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1651,26081,Campanulaceae,Campanula,Campanula patula L.
1652,26083,Orchidaceae,Ophrys,Ophrys lutea Cav.
1653,2611,Campanulaceae,Campanula,Campanula rapunculus L.
1654,26111,Rosaceae,Rosa,Rosa canina L.
1655,26172,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1656,26175,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1657,26178,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1658,26182,Rosaceae,Crataegus,Crataegus azarolus L.
1659,26193,Campanulaceae,Campanula,Campanula rotundifolia L.
1660,26206,Iridaceae,Iris,Iris lutescens Lam.
1661,26212,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1662,26243,Orchidaceae,Ophrys,Ophrys apifera Huds.
1663,26252,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1664,26257,Geraniaceae,Geranium,Geranium phaeum L.
1665,26266,Rosaceae,Rosa,Rosa pendulina L.
1666,26273,Geraniaceae,Geranium,Geranium molle L.
1667,26279,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1668,26340,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1669,26347,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1670,26357,Orchidaceae,Ophrys,Ophrys passionis Sennen
1671,26369,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1672,2637,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
1673,26393,Campanulaceae,Campanula,Campanula medium L.
1674,26420,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1675,26441,Geraniaceae,Geranium,Geranium columbinum L.
1676,26448,Orchidaceae,Ophrys,Ophrys lutea Cav.
1677,26452,Geraniaceae,Geranium,Geranium molle L.
1678,26459,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1679,26460,Rosaceae,Crataegus,Crataegus azarolus L.
1680,26534,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1681,26547,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1682,26556,Orchidaceae,Ophrys,Ophrys lutea Cav.
1683,26681,Orchidaceae,Ophrys,Ophrys apifera Huds.
1684,26694,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1685,26703,Geraniaceae,Geranium,Geranium dissectum L.
1686,26715,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1687,26737,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1688,26748,Geraniaceae,Geranium,Geranium phaeum L.
1689,26757,Geraniaceae,Geranium,Geranium phaeum L.
1690,26770,Campanulaceae,Campanula,Campanula glomerata L.
1691,26795,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1692,26820,Campanulaceae,Campanula,Campanula persicifolia L.
1693,26835,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1694,26862,Liliaceae,Tulipa,Tulipa sylvestris L.
1695,26869,Geraniaceae,Geranium,Geranium molle L.
1696,26870,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1697,26885,Iridaceae,Iris,Iris lutescens Lam.
1698,2690,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1699,26916,Campanulaceae,Campanula,Campanula rotundifolia L.
1700,26920,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1701,26921,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1702,26937,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1703,26948,Geraniaceae,Geranium,Geranium sylvaticum L.
1704,26980,Campanulaceae,Campanula,Campanula rhomboidalis L.
1705,26982,Geraniaceae,Geranium,Geranium pratense L.
1706,26987,Geraniaceae,Geranium,Geranium robertianum L.
1707,27014,Orchidaceae,Ophrys,Ophrys apifera Huds.
1708,27015,Orchidaceae,Ophrys,Ophrys insectifera L.
1709,27024,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1710,27037,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1711,27068,Iridaceae,Iris,Iris foetidissima L.
1712,27083,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1713,27103,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1714,27120,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1715,27129,Geraniaceae,Geranium,Geranium phaeum L.
1716,27140,Oleaceae,Jasminum,Jasminum fruticans L.
1717,27167,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
1718,27183,Geraniaceae,Geranium,Geranium molle L.
1719,27197,Rosaceae,Rosa,Rosa spinosissima L.
1720,27207,Geraniaceae,Geranium,Geranium columbinum L.
1721,27218,Iridaceae,Iris,Iris lutescens Lam.
1722,27274,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
1723,27285,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
1724,27309,Geraniaceae,Geranium,Geranium rotundifolium L.
1725,27310,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1726,27332,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1727,27335,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1728,27338,Iridaceae,Iris,Iris pseudacorus L.
1729,2737,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1730,27372,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1731,27377,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1732,27410,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1733,27431,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
1734,27479,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1735,27483,Orchidaceae,Ophrys,Ophrys apifera Huds.
1736,27513,Iridaceae,Iris,Iris lutescens Lam.
1737,27573,Campanulaceae,Campanula,Campanula latifolia L.
1738,27609,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
1739,27617,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1740,27652,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1741,27682,Liliaceae,Tulipa,Tulipa sylvestris L.
1742,27698,Orchidaceae,Ophrys,Ophrys lutea Cav.
1743,27712,Geraniaceae,Geranium,Geranium columbinum L.
1744,27714,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1745,27736,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1746,27763,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1747,27790,Liliaceae,Tulipa,Tulipa sylvestris L.
1748,27791,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1749,27798,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1750,27804,Geraniaceae,Geranium,Geranium phaeum L.
1751,27818,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1752,27848,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1753,27860,Campanulaceae,Campanula,Campanula glomerata L.
1754,27868,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1755,27913,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1756,28005,Geraniaceae,Geranium,Geranium dissectum L.
1757,28011,Campanulaceae,Campanula,Campanula rotundifolia L.
1758,28031,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1759,28032,Geraniaceae,Geranium,Geranium columbinum L.
1760,28043,Geraniaceae,Geranium,Geranium rotundifolium L.
1761,28055,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
1762,28078,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1763,28147,Campanulaceae,Campanula,Campanula persicifolia L.
1764,28152,Geraniaceae,Geranium,Geranium pusillum L.
1765,2816,Liliaceae,Tulipa,Tulipa sylvestris L.
1766,28162,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1767,28165,Campanulaceae,Campanula,Campanula rotundifolia L.
1768,28184,Rosaceae,Crataegus,Crataegus azarolus L.
1769,28188,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1770,28225,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1771,28228,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1772,28253,Geraniaceae,Geranium,Geranium rotundifolium L.
1773,2826,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1774,28290,Geraniaceae,Geranium,Geranium molle L.
1775,28342,Geraniaceae,Geranium,Geranium molle L.
1776,28387,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1777,28400,Geraniaceae,Geranium,Geranium sylvaticum L.
1778,2841,Geraniaceae,Geranium,Geranium columbinum L.
1779,28410,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1780,28424,Geraniaceae,Geranium,Geranium rotundifolium L.
1781,28448,Iridaceae,Iris,Iris pseudacorus L.
1782,28450,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1783,28457,Geraniaceae,Geranium,Geranium rotundifolium L.
1784,28469,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1785,2849,Geraniaceae,Geranium,Geranium columbinum L.
1786,28508,Geraniaceae,Geranium,Geranium pratense L.
1787,28532,Geraniaceae,Geranium,Geranium sanguineum L.
1788,28551,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
1789,2858,Campanulaceae,Campanula,Campanula rotundifolia L.
1790,28585,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
1791,28588,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1792,28590,Iridaceae,Iris,Iris pseudacorus L.
1793,28608,Orchidaceae,Ophrys,Ophrys passionis Sennen
1794,2864,Lamiaceae,Lavandula,Lavandula stoechas L.
1795,28658,Campanulaceae,Campanula,Campanula rhomboidalis L.
