,id,family,genus,species,content,filename,image_height,image_width
1049,15953,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,15953.jpg,600,800
1050,1597,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,1597.jpg,533,800
1051,15995,Rosaceae,Rosa,Rosa spinosissima L.,Flower,15995.jpg,800,600
1052,15999,Geraniaceae,Geranium,Geranium molle L.,Leaf,15999.jpg,600,800
1053,16009,Geraniaceae,Geranium,Geranium molle L.,Flower,16009.jpg,533,800
1054,1601,Rosaceae,Rosa,Rosa pendulina L.,Fruit,1601.jpg,570,800
1055,16021,Iridaceae,Iris,Iris lutescens Lam.,Entire,16021.jpg,563,800
1056,16033,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,16033.jpg,800,532
1057,16038,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,16038.jpg,738,800
1058,16073,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,16073.jpg,800,600
1059,16085,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,LeafScan,16085.jpg,609,800
1060,16088,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,16088.jpg,800,600
1061,1610,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,1610.jpg,600,800
1062,16103,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,16103.jpg,677,800
1063,16139,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,16139.jpg,533,800
1064,16146,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,16146.jpg,800,596
1065,16156,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Leaf,16156.jpg,800,600
1066,16207,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,16207.jpg,600,800
1067,16219,Geraniaceae,Geranium,Geranium rotundifolium L.,Entire,16219.jpg,531,800
1068,16221,Lamiaceae,Lavandula,Lavandula stoechas L.,Entire,16221.jpg,535,800
1069,16231,Geraniaceae,Geranium,Geranium robertianum L.,Leaf,16231.jpg,751,800
1070,16251,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,16251.jpg,600,800
1071,16257,Iridaceae,Iris,Iris pseudacorus L.,Leaf,16257.jpg,484,800
1072,16276,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,16276.jpg,800,599
1073,16278,Campanulaceae,Campanula,Campanula persicifolia L.,Entire,16278.jpg,600,800
1074,16327,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,16327.jpg,800,600
1075,16353,Campanulaceae,Campanula,Campanula latifolia L.,Leaf,16353.jpg,550,800
1076,16372,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,16372.jpg,800,572
1077,16385,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,16385.jpg,585,800
1078,16386,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Stem,16386.jpg,800,600
1079,16390,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,16390.jpg,800,595
1080,16392,Iridaceae,Iris,Iris lutescens Lam.,Entire,16392.jpg,600,800
1081,16395,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,16395.jpg,800,535
1082,16463,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Leaf,16463.jpg,800,567
1083,16464,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,16464.jpg,535,800
1084,16473,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,16473.jpg,800,611
1085,16496,Geraniaceae,Geranium,Geranium sylvaticum L.,Leaf,16496.jpg,600,800
1086,16508,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,16508.jpg,800,549
1087,16511,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,16511.jpg,646,800
1088,16525,Rosaceae,Rosa,Rosa spinosissima L.,Branch,16525.jpg,597,800
1089,16555,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,16555.jpg,800,663
1090,16581,Rosaceae,Rosa,Rosa canina L.,Flower,16581.jpg,535,800
1091,16598,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Stem,16598.jpg,800,533
1092,16615,Rosaceae,Rosa,Rosa spinosissima L.,Entire,16615.jpg,535,800
1093,16617,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,16617.jpg,618,800
1094,16628,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Stem,16628.jpg,800,600
1095,16641,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,16641.jpg,600,800
1096,16657,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,16657.jpg,532,800
1097,16658,Rosaceae,Rosa,Rosa pendulina L.,Flower,16658.jpg,533,800
1098,16709,Iridaceae,Iris,Iris lutescens Lam.,Flower,16709.jpg,790,800
1099,16736,Geraniaceae,Geranium,Geranium rotundifolium L.,Branch,16736.jpg,679,800
1100,16740,Rosaceae,Rosa,Rosa pendulina L.,Fruit,16740.jpg,751,800
1101,16748,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Leaf,16748.jpg,800,600
1102,16751,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,16751.jpg,800,703
1103,16768,Campanulaceae,Campanula,Campanula rapunculus L.,Branch,16768.jpg,517,800
1104,16783,Iridaceae,Iris,Iris lutescens Lam.,Flower,16783.jpg,657,800
1105,16790,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Branch,16790.jpg,800,533
1106,16792,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,16792.jpg,565,800
1107,16818,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,16818.jpg,800,600
1108,16826,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,16826.jpg,532,800
1109,16859,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Stem,16859.jpg,600,800
1110,16874,Campanulaceae,Campanula,Campanula glomerata L.,Flower,16874.jpg,800,580
1111,1688,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,1688.jpg,600,800
1112,16906,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,16906.jpg,600,800
1113,1691,Rosaceae,Rosa,Rosa spinosissima L.,Flower,1691.jpg,600,800
1114,1692,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,1692.jpg,532,800
1115,16925,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,16925.jpg,600,800
1116,16945,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,16945.jpg,800,600
1117,16965,Rosaceae,Rosa,Rosa canina L.,Flower,16965.jpg,532,800
1118,1698,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Leaf,1698.jpg,533,800
1119,16986,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Entire,16986.jpg,533,800
1120,17,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,17.jpg,543,800
1121,1700,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,1700.jpg,600,800
1122,17017,Iridaceae,Iris,Iris pseudacorus L.,Flower,17017.jpg,600,800
1123,17020,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17020.jpg,800,600
1124,17059,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Branch,17059.jpg,532,800
1125,17064,Geraniaceae,Geranium,Geranium phaeum L.,Flower,17064.jpg,531,800
1126,17069,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Entire,17069.jpg,800,600
1127,17078,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,17078.jpg,800,600
1128,17096,Campanulaceae,Campanula,Campanula latifolia L.,Flower,17096.jpg,600,800
1129,17108,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,17108.jpg,530,800
1130,17111,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,17111.jpg,530,800
1131,17133,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,17133.jpg,600,800
1132,17142,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,17142.jpg,532,800
1133,17143,Iridaceae,Iris,Iris pseudacorus L.,Entire,17143.jpg,532,800
1134,17159,Campanulaceae,Campanula,Campanula patula L.,Entire,17159.jpg,800,600
1135,17167,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Leaf,17167.jpg,533,800
1136,17193,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Leaf,17193.jpg,600,800
1137,17209,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,LeafScan,17209.jpg,800,450
1138,17213,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,17213.jpg,800,800
1139,17230,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,17230.jpg,800,778
1140,17245,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,17245.jpg,800,800
1141,1725,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,1725.jpg,800,600
1142,17274,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,17274.jpg,532,800
1143,17285,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17285.jpg,800,600
1144,17290,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,17290.jpg,600,800
1145,17296,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,17296.jpg,600,800
1146,17303,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,17303.jpg,535,800
1147,17377,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,17377.jpg,479,800
1148,17396,Campanulaceae,Campanula,Campanula medium L.,Leaf,17396.jpg,600,800
1149,17409,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,17409.jpg,800,535
1150,17417,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,17417.jpg,665,800
1151,17474,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17474.jpg,800,600
1152,1748,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,1748.jpg,800,472
1153,17497,Rosaceae,Rosa,Rosa canina L.,Flower,17497.jpg,533,800
1154,17504,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Leaf,17504.jpg,405,800
1155,17522,Geraniaceae,Geranium,Geranium phaeum L.,Flower,17522.jpg,800,605
1156,17537,Geraniaceae,Geranium,Geranium dissectum L.,Stem,17537.jpg,800,800
1157,17559,Campanulaceae,Campanula,Campanula rapunculus L.,Branch,17559.jpg,600,800
1158,1757,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,1757.jpg,600,800
1159,17571,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Leaf,17571.jpg,533,800
1160,17586,Campanulaceae,Campanula,Campanula glomerata L.,Flower,17586.jpg,800,679
1161,17609,Geraniaceae,Geranium,Geranium phaeum L.,Leaf,17609.jpg,531,800
1162,17615,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Branch,17615.jpg,532,800
1163,17689,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower,17689.jpg,544,800
1164,17695,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,17695.jpg,535,800
1165,177,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,177.jpg,800,531
1166,17707,Rosaceae,Rosa,Rosa pendulina L.,Stem,17707.jpg,800,795
1167,17721,Geraniaceae,Geranium,Geranium molle L.,Leaf,17721.jpg,751,800
1168,17732,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,17732.jpg,598,800
1169,17774,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,17774.jpg,800,800
1170,17822,Rosaceae,Rosa,Rosa pendulina L.,Flower,17822.jpg,800,661
1171,17844,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Branch,17844.jpg,601,800
1172,17862,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,LeafScan,17862.jpg,800,265
1173,17864,Campanulaceae,Campanula,Campanula glomerata L.,Flower,17864.jpg,800,600
1174,17917,Geraniaceae,Geranium,Geranium sylvaticum L.,Leaf,17917.jpg,800,800
1175,17922,Rosaceae,Crataegus,Crataegus azarolus L.,Branch,17922.jpg,600,800
1176,17927,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Fruit,17927.jpg,800,600
1177,17957,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,17957.jpg,800,670
1178,17965,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,17965.jpg,600,800
1179,17967,Geraniaceae,Geranium,Geranium phaeum L.,Leaf,17967.jpg,600,800
1180,17969,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,17969.jpg,600,800
1181,17983,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,17983.jpg,800,800
1182,1799,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,1799.jpg,800,600
1183,17992,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,17992.jpg,800,601
1184,18,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Branch,18.jpg,600,800
1185,18001,Geraniaceae,Geranium,Geranium pratense L.,Branch,18001.jpg,535,800
1186,18019,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,18019.jpg,682,800
1187,18065,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,18065.jpg,600,800
1188,18083,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,18083.jpg,671,800
1189,18109,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,18109.jpg,600,800
1190,18110,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Leaf,18110.jpg,533,800
1191,18157,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,18157.jpg,800,600
1192,18167,Geraniaceae,Geranium,Geranium pratense L.,Stem,18167.jpg,601,800
1193,18169,Geraniaceae,Geranium,Geranium sylvaticum L.,Leaf,18169.jpg,600,800
1194,18180,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,18180.jpg,600,800
1195,18215,Rosaceae,Rosa,Rosa canina L.,Flower,18215.jpg,600,800
1196,18281,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Entire,18281.jpg,800,498
1197,18299,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower,18299.jpg,600,800
1198,183,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,183.jpg,600,800
1199,18312,Geraniaceae,Geranium,Geranium molle L.,Stem,18312.jpg,601,800
1200,18330,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,18330.jpg,800,592
1201,18331,Campanulaceae,Campanula,Campanula patula L.,Leaf,18331.jpg,530,800
1202,18333,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,18333.jpg,600,800
1203,1837,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,1837.jpg,533,800
1204,18372,Iridaceae,Iris,Iris foetidissima L.,Entire,18372.jpg,600,800
1205,18410,Geraniaceae,Geranium,Geranium robertianum L.,Entire,18410.jpg,532,800
1206,18431,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Fruit,18431.jpg,800,533
1207,18433,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,18433.jpg,600,800
1208,18443,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,LeafScan,18443.jpg,800,315
1209,18445,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Leaf,18445.jpg,600,800
1210,18448,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,18448.jpg,600,800
1211,18450,Campanulaceae,Campanula,Campanula medium L.,Flower,18450.jpg,800,600
1212,18482,Geraniaceae,Geranium,Geranium nodosum L.,Leaf,18482.jpg,526,800
1213,18505,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower,18505.jpg,757,800
1214,18510,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,18510.jpg,533,800
1215,18517,Geraniaceae,Geranium,Geranium nodosum L.,Leaf,18517.jpg,600,800
1216,18519,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,18519.jpg,748,800
1217,18524,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,18524.jpg,450,800
1218,18549,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,18549.jpg,600,800
1219,18550,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,18550.jpg,800,800
1220,18555,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,LeafScan,18555.jpg,800,600
1221,18602,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,18602.jpg,800,600
1222,1861,Geraniaceae,Geranium,Geranium sanguineum L.,Leaf,1861.jpg,800,600
1223,18618,Geraniaceae,Geranium,Geranium molle L.,Entire,18618.jpg,600,800
1224,18723,Rosaceae,Rosa,Rosa pendulina L.,Flower,18723.jpg,800,800
1225,18730,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,18730.jpg,800,625
1226,18732,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.,Branch,18732.jpg,800,600
1227,18747,Geraniaceae,Geranium,Geranium robertianum L.,Flower,18747.jpg,800,600
1228,18763,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,18763.jpg,450,800
1229,18780,Rosaceae,Crataegus,Crataegus azarolus L.,Fruit,18780.jpg,535,800
1230,1880,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,1880.jpg,600,800
1231,18810,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,18810.jpg,530,800
1232,18825,Campanulaceae,Campanula,Campanula medium L.,Entire,18825.jpg,600,800
1233,18831,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,18831.jpg,530,800
1234,18872,Geraniaceae,Geranium,Geranium phaeum L.,Entire,18872.jpg,800,531
1235,18886,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Leaf,18886.jpg,800,600
1236,18900,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,18900.jpg,781,800
1237,1893,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,1893.jpg,530,800
1238,18968,Geraniaceae,Geranium,Geranium molle L.,Flower,18968.jpg,533,800
1239,18998,Campanulaceae,Campanula,Campanula persicifolia L.,Leaf,18998.jpg,799,800
1240,19000,Iridaceae,Iris,Iris pseudacorus L.,Leaf,19000.jpg,800,600
1241,19001,Geraniaceae,Geranium,Geranium nodosum L.,Entire,19001.jpg,800,600
1242,19016,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,19016.jpg,600,800
1243,19023,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Branch,19023.jpg,600,800
1244,19033,Rosaceae,Rosa,Rosa canina L.,Flower,19033.jpg,751,800
1245,19037,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,19037.jpg,800,557
1246,19060,Orchidaceae,Ophrys,Ophrys passionis Sennen,Entire,19060.jpg,800,600
1247,19064,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Leaf,19064.jpg,800,533
1248,19112,Iridaceae,Iris,Iris pseudacorus L.,Flower,19112.jpg,531,800
1249,19128,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,LeafScan,19128.jpg,800,604
1250,19142,Lamiaceae,Lavandula,Lavandula stoechas L.,Flower,19142.jpg,800,449
1251,19155,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,19155.jpg,800,511
1252,19157,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,19157.jpg,800,536
1253,19164,Geraniaceae,Geranium,Geranium sanguineum L.,Leaf,19164.jpg,768,800
1254,19178,Rosaceae,Rosa,Rosa canina L.,Flower,19178.jpg,562,800
1255,19206,Geraniaceae,Geranium,Geranium phaeum L.,Leaf,19206.jpg,671,800
1256,1926,Geraniaceae,Geranium,Geranium lucidum L.,Flower,1926.jpg,600,800
1257,19273,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,19273.jpg,800,533
1258,19298,Campanulaceae,Campanula,Campanula trachelium L.,Flower,19298.jpg,800,568
1259,19351,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,19351.jpg,532,800
1260,19367,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower,19367.jpg,654,800
1261,1938,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,1938.jpg,800,648
1262,19392,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Fruit,19392.jpg,601,800
1263,19393,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,19393.jpg,800,800
1264,19402,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,19402.jpg,631,800
1265,19417,Geraniaceae,Geranium,Geranium robertianum L.,Flower,19417.jpg,751,800
1266,19419,Iridaceae,Iris,Iris lutescens Lam.,Entire,19419.jpg,600,800
1267,19425,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,LeafScan,19425.jpg,800,463
1268,19435,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,19435.jpg,706,800
1269,19440,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,19440.jpg,800,556
1270,19487,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,19487.jpg,535,800
1271,19530,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Leaf,19530.jpg,530,800
1272,19540,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,19540.jpg,600,800
1273,19549,Campanulaceae,Campanula,Campanula glomerata L.,Flower,19549.jpg,654,800
1274,19568,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,19568.jpg,749,800
1275,19572,Geraniaceae,Geranium,Geranium molle L.,Stem,19572.jpg,800,533
1276,19597,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,19597.jpg,800,600
1277,19603,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Leaf,19603.jpg,800,533
1278,19620,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.,Leaf,19620.jpg,751,800
1279,19622,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,19622.jpg,600,800
1280,19627,Campanulaceae,Campanula,Campanula rhomboidalis L.,Leaf,19627.jpg,800,535
1281,19654,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,19654.jpg,600,800
1282,19710,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Entire,19710.jpg,800,600
1283,19717,Rosaceae,Rosa,Rosa pendulina L.,Flower,19717.jpg,600,800
1284,19719,Iridaceae,Iris,Iris lutescens Lam.,Entire,19719.jpg,800,600
1285,19740,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,19740.jpg,800,559
1286,19746,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Leaf,19746.jpg,527,800
1287,1975,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Fruit,1975.jpg,600,800
1288,19758,Geraniaceae,Geranium,Geranium pratense L.,Flower,19758.jpg,600,800
1289,19762,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,19762.jpg,800,317
1290,19764,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Fruit,19764.jpg,533,800
1291,19777,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,19777.jpg,600,800
1292,19784,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,19784.jpg,800,600
1293,19799,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,19799.jpg,551,800
1294,19804,Geraniaceae,Geranium,Geranium phaeum L.,Flower,19804.jpg,695,800
1295,19813,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,19813.jpg,800,600
1296,19816,Rosaceae,Crataegus,Crataegus azarolus L.,Fruit,19816.jpg,600,800
1297,1982,Orchidaceae,Ophrys,Ophrys apifera Huds.,Entire,1982.jpg,742,800
1298,19844,Geraniaceae,Geranium,Geranium rotundifolium L.,Leaf,19844.jpg,751,800
1299,1985,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Flower,1985.jpg,628,800
1300,19852,Iridaceae,Iris,Iris lutescens Lam.,Entire,19852.jpg,600,800
1301,19855,Geraniaceae,Geranium,Geranium dissectum L.,Entire,19855.jpg,800,658
1302,19880,Campanulaceae,Campanula,Campanula rotundifolia L.,Entire,19880.jpg,534,800
1303,199,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,199.jpg,800,533
1304,19907,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Entire,19907.jpg,535,800
1305,19951,Geraniaceae,Geranium,Geranium nodosum L.,Leaf,19951.jpg,450,800
1306,20000,Campanulaceae,Campanula,Campanula trachelium L.,Leaf,20000.jpg,600,800
1307,20003,Geraniaceae,Geranium,Geranium molle L.,Flower,20003.jpg,533,800
1308,20027,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,20027.jpg,600,800
1309,20028,Campanulaceae,Campanula,Campanula latifolia L.,Flower,20028.jpg,751,800
1310,20043,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Branch,20043.jpg,800,533
1311,20045,Rosaceae,Crataegus,Crataegus monogyna Jacq.,LeafScan,20045.jpg,800,609
1312,20052,Iridaceae,Iris,Iris pseudacorus L.,Branch,20052.jpg,600,800
1313,20064,Lamiaceae,Lavandula,Lavandula stoechas L.,Flower,20064.jpg,751,800
1314,20078,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Branch,20078.jpg,601,800
1315,20086,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,20086.jpg,600,800
1316,20120,Rosaceae,Rosa,Rosa pendulina L.,Entire,20120.jpg,600,800
1317,20139,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,20139.jpg,533,800
1318,2014,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,2014.jpg,600,800
1319,20166,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower,20166.jpg,800,646
1320,20204,Campanulaceae,Campanula,Campanula trachelium L.,Branch,20204.jpg,800,568
1321,20207,Scrophulariaceae,Verbascum,Verbascum blattaria L.,LeafScan,20207.jpg,800,436
1322,20214,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,20214.jpg,800,652
1323,20219,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,20219.jpg,659,800
1324,20283,Geraniaceae,Geranium,Geranium phaeum L.,Flower,20283.jpg,681,800
1325,20345,Geraniaceae,Geranium,Geranium rotundifolium L.,Leaf,20345.jpg,751,800
1326,20361,Geraniaceae,Geranium,Geranium sylvaticum L.,Leaf,20361.jpg,533,800
1327,20367,Iridaceae,Iris,Iris lutescens Lam.,Flower,20367.jpg,800,600
1328,2038,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,2038.jpg,800,600
1329,20416,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,20416.jpg,532,800
1330,2042,Campanulaceae,Campanula,Campanula rhomboidalis L.,Leaf,2042.jpg,535,800
1331,20422,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Stem,20422.jpg,800,600
1332,20440,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Leaf,20440.jpg,533,800
1333,20448,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Branch,20448.jpg,800,729
1334,20460,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,20460.jpg,800,600
1335,20485,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,20485.jpg,600,800
